Year,State,Sex,Age,Uncontrolled_Direct Costs,Uncontrolled_Indirect Costs,Uncontrolled_QALYs_Lost
31,US,Female,15 to 19 years,716607654.589067,1768734124.94716,36856.333107938
31,US,Female,20 to 24 years,742188891.744269,1831834298.59366,38171.5852957427
31,US,Female,25 to 29 years,753284610.121347,1859176758.93058,38741.75731911
31,US,Female,30 to 34 years,710117141.033494,1752591243.5714,36521.1197705182
31,US,Female,35 to 39 years,669215905.713442,1651600982.92442,34417.045732973
31,US,Female,40 to 44 years,625745418.667749,1544272557.47758,32180.8583398251
31,US,Female,45 to 49 years,653168867.70582,1611900719.58845,33590.5710431706
31,US,Female,50 to 54 years,671866221.286087,1657987598.10601,34551.430241717
31,US,Female,55 to 59 years,668453401.803123,1649507780.712,34375.1825323266
31,US,Female,60 to 64 years,588255307.009564,1451553105.53453,30250.3022768207
31,US,Female,65 to 69 years,502305001.31975,1239417120.35371,25829.7791084492
31,US,Female,70 to 74 years,351076668.326854,0,18052.7687576816
31,US,Female,75 to 79 years,250439177.792967,0,12877.5166462673
31,US,Female,80 to 84 years,179555921.193664,0,9232.44916575564
31,US,Female,85 and over,210514502.464467,0,10823.7724854314
31,US,Female,Total,8292794690.77166,18018576290.7395,426472.471823727
31,US,Male,15 to 19 years,656639685.497283,1621049048.26621,33776.2928278665
31,US,Male,20 to 24 years,683447570.70531,1687189708.7159,35154.7623385899
31,US,Male,25 to 29 years,676448386.980124,1669868078.91613,34794.2099438913
31,US,Male,30 to 34 years,623396695.275193,1538862612.97933,32064.8627983608
31,US,Male,35 to 39 years,576023072.043903,1421877339.88128,29627.6054779478
31,US,Male,40 to 44 years,529788310.3771,1307707299.97299,27248.9657717288
31,US,Male,45 to 49 years,548613563.498136,1354127752.08423,28216.5788034207
31,US,Male,50 to 54 years,553225625.766829,1365460959.37445,28453.0905489849
31,US,Male,55 to 59 years,536833370.682403,1324949621.36906,27609.286433977
31,US,Male,60 to 64 years,456042105.120533,1125502880.93722,23453.5355409393
31,US,Male,65 to 69 years,378316104.909485,933635253.957317,19455.6209320034
31,US,Male,70 to 74 years,253010885.58793,0,13011.1462263195
31,US,Male,75 to 79 years,168062680.045405,0,8642.37149805159
31,US,Male,80 to 84 years,107651050.56519,0,5535.59668650663
31,US,Male,85 and over,93769928.2619916,0,4821.54988930448
31,US,Male,Total,6841269035.31682,15350230556.4541,351865.475717893
32,US,Female,15 to 19 years,716998614.634553,1769701671.02834,36876.5056928341
32,US,Female,20 to 24 years,742593807.52557,1832836370.56493,38192.4777908532
32,US,Female,25 to 29 years,753695578.419658,1860193796.43353,38762.9619102584
32,US,Female,30 to 34 years,710504557.289347,1753549982.62105,36541.1089481654
32,US,Female,35 to 39 years,669581006.146784,1652504483.32185,34435.8832849638
32,US,Female,40 to 44 years,626086801.480163,1545117350.97053,32198.4719469729
32,US,Female,45 to 49 years,653525209.660899,1612782515.85887,33608.9562132963
32,US,Female,50 to 54 years,672232761.333051,1658894613.3823,34570.3412925737
32,US,Female,55 to 59 years,668818077.269633,1650410164.05153,34393.997081089
32,US,Female,60 to 64 years,588576227.691422,1452347201.62606,30266.8591179935
32,US,Female,65 to 69 years,502579029.656716,1240095169.44916,25843.9164338822
32,US,Female,70 to 74 years,351268193.455922,0,18062.6494877611
32,US,Female,75 to 79 years,250575800.101587,0,12884.5648081898
32,US,Female,80 to 84 years,179653873.440894,0,9237.50228017873
32,US,Female,85 and over,210629341.479673,0,10829.6965319445
32,US,Female,Total,8297318879.58587,18028433319.3082,426705.892820957
32,US,Male,15 to 19 years,656997754.047669,1621935673.0698,33794.7739938061
32,US,Male,20 to 24 years,683820250.378538,1688112511.49388,35173.9975623615
32,US,Male,25 to 29 years,676817242.385478,1670781410.06626,34813.247685035
32,US,Male,30 to 34 years,623736615.118687,1539704292.9404,32082.406969822
32,US,Male,35 to 39 years,576337153.293696,1422655036.54018,29643.8159163749
32,US,Male,40 to 44 years,530077174.903654,1308422552.78416,27263.8745711452
32,US,Male,45 to 49 years,548912685.063092,1354868396.22926,28232.0168083989
32,US,Male,50 to 54 years,553527254.344475,1366207803.93762,28468.6577380614
32,US,Male,55 to 59 years,537126054.309922,1325674309.89668,27624.3917446742
32,US,Male,60 to 64 years,456290734.446686,1126118482.73183,23466.3670092693
32,US,Male,65 to 69 years,378522353.285659,934145914.117954,19466.2649735029
32,US,Male,70 to 74 years,253148816.966411,0,13018.2644292477
32,US,Male,75 to 79 years,168154298.558041,0,8647.09953702541
32,US,Male,80 to 84 years,107709734.373115,0,5538.6250352414
32,US,Male,85 and over,93821043.0069167,0,4824.1875499885
32,US,Male,Total,6844999164.48204,15358626383.808,352057.991523954
33,US,Female,15 to 19 years,717389912.33741,1770670050.31365,36896.6956383371
33,US,Female,20 to 24 years,742999073.012837,1833839305.47246,38213.3882662615
33,US,Female,25 to 29 years,754106901.646369,1861211709.76052,38784.1847504451
33,US,Female,30 to 34 years,710892308.12825,1754509547.2911,36561.1153289952
33,US,Female,35 to 39 years,669946421.885714,1653408761.77095,34454.737049171
33,US,Female,40 to 44 years,626428479.110388,1545962871.95963,32216.10071312
33,US,Female,45 to 49 years,653881859.346998,1613665071.49045,33627.3572066251
33,US,Female,50 to 54 years,672599617.91191,1659802409.73696,34589.2686194099
33,US,Female,55 to 59 years,669183067.651454,1651313324.48021,34412.8278229577
33,US,Female,60 to 64 years,588897425.498185,1453141981.55437,30283.4302092983
33,US,Female,65 to 69 years,502853294.620173,1240773802.44659,25858.0659271645
33,US,Female,70 to 74 years,351459883.965031,0,18072.5387221853
33,US,Female,75 to 79 years,250712540.379175,0,12891.6190365397
33,US,Female,80 to 84 years,179751910.264442,0,9242.55974392433
33,US,Female,85 and over,210744279.051155,0,10835.6256775049
33,US,Female,Total,8301846974.80949,18038298836.2769,426939.51471194
33,US,Male,15 to 19 years,657356131.839988,1622823061.48787,33813.2710648735
33,US,Male,20 to 24 years,684193251.907638,1689036109.05014,35193.2493404345
33,US,Male,25 to 29 years,677186416.338898,1671695527.84213,34832.3018107518
33,US,Male,30 to 34 years,624076828.516157,1540546697.82069,32099.9662406565
33,US,Male,35 to 39 years,576651505.778407,1423433403.01506,29660.0403065102
33,US,Male,40 to 44 years,530366288.883609,1309138421.63312,27278.7962021978
33,US,Male,45 to 49 years,549212064.933778,1355609678.28471,28247.4681006983
33,US,Male,50 to 54 years,553829143.387107,1366955291.75469,28484.2383258623
33,US,Male,55 to 59 years,537418990.672375,1326399622.59796,27639.5100567673
33,US,Male,60 to 64 years,456539578.461254,1126734614.74566,23479.2095220413
33,US,Male,65 to 69 years,378728779.750228,934657014.112575,19476.9181768081
33,US,Male,70 to 74 years,253286867.440679,0,13025.3887592332
33,US,Male,75 to 79 years,168245996.175728,0,8651.83164576688
33,US,Male,80 to 84 years,107768468.848174,0,5541.65599073792
33,US,Male,85 and over,93872201.1241707,0,4826.82748118438
33,US,Male,Total,6848732514.05819,15367029442.3446,352250.673024524
34,US,Female,15 to 19 years,717781548.017965,1771639263.59202,36916.902960858
34,US,Female,20 to 24 years,743404688.537827,1834843104.13333,38234.3167389645
34,US,Female,25 to 29 years,754518580.138185,1862230499.74081,38805.4258569213
34,US,Female,30 to 34 years,711280393.867605,1755469938.36327,36581.1389292702
34,US,Female,35 to 39 years,670312153.229341,1654313819.00838,34473.6070409202
34,US,Female,40 to 44 years,626770451.838097,1546809121.13369,32233.7446525964
34,US,Female,45 to 49 years,654238817.056032,1614548387.20216,33645.7740381147
34,US,Female,50 to 54 years,672966791.322925,1660710987.90955,34608.2122376112
34,US,Female,55 to 59 years,669548373.24731,1652217262.7338,34431.6747732402
34,US,Female,60 to 64 years,589218900.692723,1453937445.96691,30300.0155642057
34,US,Female,65 to 69 years,503127796.434572,1241453019.89885,25872.2275997981
34,US,Female,70 to 74 years,351651740.011047,0,18082.4364689932
34,US,Female,75 to 79 years,250849398.737626,0,12898.6793370516
34,US,Female,80 to 84 years,179850031.74453,0,9247.62156110379
34,US,Female,85 and over,210859316.234452,0,10841.5599269325
34,US,Female,Total,8306378981.11024,18048172849.6828,427173.337686582
34,US,Male,15 to 19 years,657714819.167601,1623711214.24356,33831.7840561055
34,US,Male,20 to 24 years,684566575.597932,1689960502.13731,35212.5176884592
34,US,Male,25 to 29 years,677555909.142563,1672610432.98868,34851.3723365315
34,US,Male,30 to 34 years,624417335.746068,1541389828.3067,32117.5406251391
34,US,Male,35 to 39 years,576966129.755325,1424212439.94023,29676.2786615435
34,US,Male,40 to 44 years,530655652.553588,1309854907.10323,27293.7306770177
34,US,Male,45 to 49 years,549511703.355209,1356351598.85466,28262.9326928807
34,US,Male,50 to 54 years,554131293.141782,1367703423.43479,28499.8323250547
34,US,Male,55 to 59 years,537712180.009483,1327125560.06396,27654.6413825477
34,US,Male,60 to 64 years,456788637.367865,1127351277.4808,23492.0630896965
34,US,Male,65 to 69 years,378935384.472103,935168554.35767,19487.5805505803
34,US,Male,70 to 74 years,253425037.12369,0,13032.5192220683
34,US,Male,75 to 79 years,168337772.973491,0,8656.56782812337
34,US,Male,80 to 84 years,107827254.03842,0,5544.68955546048
34,US,Male,85 and over,93923404.6416088,0,4829.46968503849
34,US,Male,Total,6852469089.08673,15375439738.9116,352443.520376247
35,US,Female,15 to 19 years,718173521.996898,1772609311.65323,36937.127676826
35,US,Female,20 to 24 years,743810654.432658,1835847767.36549,38255.2632259776
35,US,Female,25 to 29 years,754930614.23218,1863250167.20459,38826.6852469566
35,US,Female,30 to 34 years,711668814.82516,1756431156.62013,36601.1797652702
35,US,Female,35 to 39 years,670678200.477102,1655219655.77164,34492.4932755536
35,US,Female,40 to 44 years,627112719.943265,1547656099.18226,32251.4037797475
35,US,Female,45 to 49 years,654596083.08024,1615432463.71378,33664.2067227393
35,US,Female,50 to 54 years,673334281.866684,1661620348.64038,34627.1721625802
35,US,Female,55 to 59 years,669913994.35625,1653121979.54885,34450.5379472605
35,US,Female,60 to 64 years,589540653.538195,1454733595.51182,30316.6151962009
35,US,Female,65 to 69 years,503402535.324611,1242132822.35934,25886.4014632979
35,US,Female,70 to 74 years,351843761.751011,0,18092.3427362326
35,US,Female,75 to 79 years,250986375.288958,0,12905.7457154661
35,US,Female,80 to 84 years,179948237.961465,0,9252.68773583291
35,US,Female,85 and over,210974453.085164,0,10847.4992850527
35,US,Female,Total,8310914902.15984,18058055367.5715,427407.361934995
35,US,Male,15 to 19 years,658073816.324189,1624600132.06078,33850.3129825548
35,US,Male,20 to 24 years,684940221.755075,1690885691.50887,35231.8026221028
35,US,Male,25 to 29 years,677925721.098986,1673526126.25165,34870.4592778808
35,US,Male,30 to 34 years,624758137.08719,1542233685.08565,32135.1301375601
35,US,Male,35 to 39 years,577281025.482021,1424992147.95067,29692.5309946791
35,US,Male,40 to 44 years,530945266.150473,1310572009.7785,27308.6780077488
35,US,Male,45 to 49 years,549811600.572667,1357094158.54385,28278.4105975213
35,US,Male,50 to 54 years,554433703.855829,1368452199.58772,28515.4397483192
35,US,Male,55 to 59 years,538005622.561228,1327852122.88637,27669.78573432
35,US,Male,60 to 64 years,457037911.37037,1127968471.43988,23504.9277226874
35,US,Male,65 to 69 years,379142167.620377,935680535.270184,19498.2521034903
35,US,Male,70 to 74 years,253563326.128521,0,13039.6558235516
35,US,Male,75 to 79 years,168429629.026435,0,8661.30808794642
35,US,Male,80 to 84 years,107886089.991956,0,5547.72573187603
35,US,Male,85 and over,93974652.5871166,0,4832.11416369955
35,US,Male,Total,6856208891.61243,15383857280.3641,352636.533735938
36,US,Female,15 to 19 years,719225383.026792,1775203762.96463,36991.1797861555
36,US,Female,20 to 24 years,744900040.267998,1838534745.46311,38311.2436950788
36,US,Female,25 to 29 years,756036260.056504,1865977217.38303,38883.5013064524
36,US,Female,30 to 34 years,712711074.384999,1759001831.35245,36654.7385823306
36,US,Female,35 to 39 years,671660401.506134,1657642163.70442,34542.9658225802
36,US,Female,40 to 44 years,628031093.397563,1549921145.88374,32298.5963515908
36,US,Female,45 to 49 years,655554675.304231,1617796663.57827,33713.4659342935
36,US,Female,50 to 54 years,674320282.697778,1664052101.55653,34677.8397022387
36,US,Female,55 to 59 years,670894953.520688,1655541249.89706,34500.9462648619
36,US,Female,60 to 64 years,590403890.912737,1456862491.54237,30360.9740195155
36,US,Female,65 to 69 years,504139617.238522,1243950555.61812,25924.2774387815
36,US,Female,70 to 74 years,352358911.371168,0,18118.8142966197
36,US,Female,75 to 79 years,251353840.43573,0,12924.6282466165
36,US,Female,80 to 84 years,180211686.264667,0,9266.22519594593
36,US,Female,85 and over,211283304.417176,0,10863.3696436897
36,US,Female,Total,8323085414.80269,18084483928.9437,428032.766286751
36,US,Male,15 to 19 years,659037835.793537,1626978074.66096,33899.8506637562
36,US,Male,20 to 24 years,685943578.225638,1693360629.71971,35283.3616191384
36,US,Male,25 to 29 years,678918780.67755,1675975625.65295,34921.4890311238
36,US,Male,30 to 34 years,625673292.646223,1544490984.97953,32182.1565297539
36,US,Male,35 to 39 years,578126614.397887,1427077816.53993,29735.9824384421
36,US,Male,40 to 44 years,531722962.27044,1312490179.37543,27348.6405094891
36,US,Male,45 to 49 years,550616907.507633,1359080385.78468,28319.7916566049
36,US,Male,50 to 54 years,555245755.604782,1370455015.34456,28557.1671097531
36,US,Male,55 to 59 years,538793587.016782,1329795482.16918,27710.2750596594
36,US,Male,60 to 64 years,457707267.068871,1129619262.09944,23539.3220824193
36,US,Male,65 to 69 years,379697420.681579,937049883.683103,19526.783120389
36,US,Male,70 to 74 years,253934654.959849,0,13058.7359250682
36,US,Male,75 to 79 years,168676274.598053,0,8673.98141881664
36,US,Male,80 to 84 years,108044070.004976,0,5555.84309143628
36,US,Male,85 and over,94112252.8160345,0,4839.18427356447
36,US,Male,Total,6866251254.26984,15406373340.0095,353152.564529415
37,US,Female,15 to 19 years,720279045.801375,1777802654.72777,37045.3243805891
37,US,Female,20 to 24 years,745991292.092288,1841226322.29257,38367.3199474877
37,US,Female,25 to 29 years,757143799.686386,1868708934.78775,38940.4145775607
37,US,Female,30 to 34 years,713755119.144549,1761576905.59224,36708.3890364917
37,US,Female,35 to 39 years,672644284.831193,1660068817.47947,34593.5247248079
37,US,Female,40 to 44 years,628951039.791362,1552190068.86222,32345.869665421
37,US,Female,45 to 49 years,656514909.315221,1620164909.30741,33762.8094221269
37,US,Female,50 to 54 years,675307972.218972,1666488015.83548,34728.5939259956
37,US,Female,55 to 59 years,671877592.699231,1657964660.13696,34551.4408213558
37,US,Female,60 to 64 years,591268606.650393,1458995030.47041,30405.4087306314
37,US,Female,65 to 69 years,504877961.430654,1245771399.23271,25962.2182100005
37,US,Female,70 to 74 years,352874943.17851,0,18145.3311418073
37,US,Female,75 to 79 years,251721934.843946,0,12943.5430793005
37,US,Female,80 to 84 years,180475585.693576,0,9279.7858134622
37,US,Female,85 and over,211592684.074696,0,10879.2671494195
37,US,Female,Total,8335276771.45235,18110957718.725,428659.240626458
37,US,Male,15 to 19 years,660003506.969502,1629360087.81396,33949.4731184541
37,US,Male,20 to 24 years,686948653.777551,1695839804.44524,35335.0088476546
37,US,Male,25 to 29 years,679913541.670401,1678429317.94386,34972.60610901
37,US,Male,30 to 34 years,626590016.121348,1546752148.68993,32229.2633946949
37,US,Male,35 to 39 years,578973652.018328,1429167055.08718,29779.5082362798
37,US,Male,40 to 44 years,532501990.753737,1314411632.15329,27388.6713939255
37,US,Male,45 to 49 years,551423594.083008,1361070012.6129,28361.2435245731
37,US,Male,50 to 54 years,556059198.521315,1372461258.99407,28598.9658713671
37,US,Male,55 to 59 years,539582901.346237,1331742167.49418,27750.8336654661
37,US,Male,60 to 64 years,458377769.425454,1131272877.99428,23573.7752925021
37,US,Male,65 to 69 years,380253624.912267,938421575.591383,19555.3629542037
37,US,Male,70 to 74 years,254306619.876225,0,13077.8486721928
37,US,Male,75 to 79 years,168923342.66218,0,8686.67643299805
37,US,Male,80 to 84 years,108202320.623505,0,5563.97433901065
37,US,Male,85 and over,94250088.9162953,0,4846.26647932252
37,US,Male,Total,6876310821.67735,15428927938.8203,353669.478331655
38,US,Female,15 to 19 years,721334513.72812,1780405995.3302,37099.5616348075
38,US,Female,20 to 24 years,747084413.434422,1843922506.54018,38423.4921641108
38,US,Female,25 to 29 years,758253236.70324,1871445328.23419,38997.4252438814
38,US,Female,30 to 34 years,714800952.479753,1764156387.64902,36762.1313008209
38,US,Female,35 to 39 years,673629853.633539,1662499624.92697,34644.1701453246
38,US,Female,40 to 44 years,629872562.099047,1554462875.43851,32393.2238737213
